"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_1123",24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_1124",73,0,17,4,1630,129,6479,61,0,129,573,0,4142,0,12,748,1802,1838,334,658,1332,1,183,0,889,229,131,0,567,1,189,126,850,81,9,0,2,916,1102,0,974,1213,0,60,10,1,544,2980,251,0,104,0,13822,4,56,297,4740,3108,0,1,3083,2686,69,32170,198,12,0,2574,1112,608,6892,296,0,107,601,192,0,6600,4994,2945,9104,45499,3221,1420,519,120,1650,8032,28,17,17151,25,14,288,16,495,61,8137,9405,7036,206,434,1068,3,133,6595,40920,14,0,0,471,353,17256,6936,0,599,348,0,3,1859,0,354,1750,69,44,7812,539,175,7451,229,198,130,1510,1545,27,600,2206,904,36,2613,731,3529,0,285,175,2,0,120,18,29,1851,0,4,235,2055,4,27,79,20,1040,526,1781,0,923,2616,4368,51,0,3,0,2029,0,354,551,7078,301,548,1573,907,52,711,756,154,0,1149,437,6667,40,3692,78,127,322,2193,5760,282,178,170,352,247,465,1690,6882,1121,304,239,11,290,5567,236,13,263,9024,8,0,239,543,2,4,0,0,1495,21,0,0,5,651,379,0,0,0,7,7,890,0,1791,0,67,17,709,1,208,614,236,1022,66,0,0,29,936,424,43,513,0,769,334,440,3,5330,1,5,0,88,69,0,0,901,29,0,105,229,2,0,10,586,27,10,0,33,446,139,106,527,5,0,8104,122,0,0,4,44,8,0,3,0,0,231,0,0,0,0,0,0,196,357,0,0,1,3835,29,1,0,0,136,117,1573,238,1024,0,32,24,0,3280,0,0,0,0,0,0,146,0,714,0,1,0,0,0,194,1,0,192,72,1261,0,0,469,0,16,1742,5222,0,1212,2035,8,432,3582,0,0,3236,0,32,5,0,0,0,0,43,0,8,0,1509,0,0,585,18,0,0,11,5,0
"gene_1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,34,799,0,40,0,0,0,0,51,0,0,250,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"gene_1126",88,4,2,0,0,0,65,1,2,0,2,0,34,3,481,31,0,0,0,112,4,36,382,0,0,0,0,10,0,0,4,0,1,1278,0,52,0,0,1,0,0,381,7,940,1,0,0,0,14,0,39,29,140,38,0,91,3,5,0,23,1,5,3,0,2,0,11,50,0,3,13,1,0,7,5,21,1,7,1,0,2,4,1,0,5,3,0,26,42,5,11,138,0,15,10,2,52,1,52,0,57,160,13,1,1,8,30,0,4,86,442,0,0,0,3,0,0,20,0,70,2,0,14,0,71,46,25,0,78,0,30,1289,1,950,1272,0,2,7,2,147,53,0,1,170,3018,94,30,0,25,73,695,0,23,74,0,0,432,45,0,0,44,0,4,364,687,52,852,1,483,3,427,1,15,1008,12,0,1043,0,0,0,79,212,0,100,123,939,893,132,1088,1235,1,1,71,480,0,1854,0,112,42,29,73,1058,918,0,186,4,88,0,14,162,9,310,203,0,0,41,279,0,0,8,14,7,1088,111,29,52,5,0,0,1,0,65,68,304,0,4,8,67,33,0,1,0,4,2,552,6256,43,0,165,10,62,0,0,0,0,345,33,0,250,0,71,49,11,6,51,14,6,0,53,226,29,337,8,0,4,24,63,4,5,430,1863,0,1,1,1258,0,96,0,284,5,6,103,67,27,25,221,1,42,381,174,15,2,0,210,82,0,59,81,1,1894,0,1298,95,111,149,0,55,266,0,0,66,7,338,0,417,133,0,241,3340,0,725,805,67,0,364,1,4558,5,86,0,1397,0,1509,2337,2544,0,40,161,0,1,379,54,453,0,67,0,38,8801,313,44,16,41,5353,105,595,176,179,0,0,52,163,0,150,110,18,379,0,1,57
"gene_1127",0,169,0,30,0,1324,0,9,8,9314,0,145,16,467,1,14,0,1,0,4,2193,0,338,1028,0,42,681,294,23,1,447,0,386,29,45,1,394,20132,611,207,887,514,559,503,1,4087,942,2,5,0,0,316,550,8011,0,151,16,1521,6573,50,0,26,0,0,233,68,4200,2,7005,1054,692,1759,0,1678,6351,1963,812,9,13,359,172,40,569,2,752,47,1708,4017,0,2,97,1371,395,653,23389,11,2,381,8,265,2787,262,36,64,0,9,39,1215,0,11,7,0,0,12536,46,7042,0,909,20,18,0,1235,0,4397,1,15,1,844,0,542,0,143,3809,252,351,79,4612,200,352,760,95,36,0,0,551,3555,203,0,25,1317,3,100,131,0,17,58,498,0,130,14,12,1528,5,174,97,335,2,0,1988,347,0,1,231,122,246,10576,1908,315,7,1539,188,2129,740,2811,116,1689,1216,1629,0,38,260,3,3429,99,1,36,0,143,28,6,1245,2,0,0,472,1158,6058,696,3721,4392,192,1948,198,754,415,703,8,10,39,87,2582,76,67,0,2962,80,171,3,1432,146,604,63,368,140,499,3059,0,412,1007,438,1,3,143,0,305,463,66,49,228,229,69,80,2867,21,0,8,1339,0,0,108,11,0,20,647,336,62,79,0,219,37,179,0,14,2287,113,3607,141,0,1256,499,2623,6330,449,540,149,0,1,7609,3586,0,551,386,6,8988,22,3359,108,326,0,8,339,1,2816,49,6,123,0,105,6748,68,35785,0,0,119,0,1633,8,425,1,173,414,12692,1,1092,59,73,363,5,90,38,6201,10721,0,1393,1244,5720,224,4211,0,1086,14906,0,177,3859,2,69,123,0,10499,69,104,444,315,6,1,155,42,722,1533,5330,1258,149,1191,2,1614,750,73,3277,2557,1495,27,882,297,6,1,254,925,0,7
"gene_1128",31,4658,2,67,0,2423,2128,1217,5627,296,454,91,1631,8616,3804,2912,648,535,121,1,115,688,264,5146,6479,1086,2057,3824,4374,41,3436,25,253,1445,164,13,819,2407,13401,1,618,60,1024,6,3148,12519,0,8,3342,86,5844,27,0,16,0,12,8935,0,33,54,1349,4635,636,0,53,541,649,1,379,2301,10565,30048,65,856,784,184,0,16,12149,0,62,1,0,4,32012,27705,0,0,3248,6,12,205,344,4400,649,5980,2,0,3626,192,2,28251,586,2826,140,22,219,974,2,2,10337,3209,5131,557,5148,22558,33,113,6629,1,3376,1559,1232,0,4229,16278,4,2447,0,0,1464,11890,8940,634,1325,95,5,318,22072,1310,1422,2054,1049,1380,856,2350,1423,433,2683,679,14108,20,203,1275,2,6,613,1260,3,4213,750,514,4040,1994,355,14,5805,2260,2260,1686,2519,1622,1,1540,8866,3607,779,12,135,381,2378,1063,612,409,765,904,415,307,14,57,10,152,3503,450,1264,255,134,22243,10,4810,397,8756,160,10,1,8,1781,0,779,600,966,26,2823,460,454,34,102,0,2790,0,1370,309,6,342,424,0,3,0,129,389,328,9,2074,490,21,1364,366,3401,3713,1,3089,1966,314,173,2239,1,0,8732,3,164,731,357,1251,0,425,136,11366,67,52,679,0,9,1446,6,114,12836,738,345,228,602,24,7,3,0,313,1026,124,21,0,6156,57,0,24,3,2,0,1551,0,3,70,0,1257,0,593,65,0,93,0,487,0,1636,7381,0,114,0,0,3326,134,792,0,951,718,0,441,0,41,2,21,0,1779,853,10,12736,0,0,7,0,0,727,19,5279,2,30,11508,519,350,2523,0,5,0,0,0,0,0,0,2237,0,0,5,669,202,0,1422,0,463,0,12065,477,0,1047,0,1,351,0,0,20,0,814,3,790,8,10,0,468,250,0,1253,277,4481
"gene_1129",0,0,0,16,42,0,534,0,0,0,47,0,1,0,0,0,0,0,779,0,2464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,197,35,0,0,0,0,486,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,129,6,1,0,0,0,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,772,0,6,0,105,0,0,0,0,0,0,0,0,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,68,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,238,0,0,0,0,101,1085,0,22,0,0,1182,0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,2,87,0,954,0,10,0
"gene_1130",483,724,0,5,175,0,2,3,0,0,15,522,0,1688,33,462,9,8,345,11,43,61,249,2,321,49,111,3,101,64,569,35,19,104,318,369,9,362,12,13,109,1683,645,4248,2689,0,0,0,1,0,0,0,4,0,0,0,0,0,27,0,0,0,0,0,1,0,0,1,0,0,0,417,23,0,1120,37,0,10522,0,0,0,16,0,4,0,0,11,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,45,0,0,215,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,208,0,906,0,0,0,3,5,0,0,22,0,0,0,0,93,0,3,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,40,0,0,0,0,0,0,0,5,0,0,0,0,0,70,6261,211,18,569,1405,128,20,3686,18,465,3879,412,1462,185,1260,2094,10416,3,2778,178,252,1726,4645,80,1152,171,342,9,99,1800,8,16,599,0,2,1,0,10,46,57,1901,108,67,3173,811,4,0,2632,571,411,6747,339,425,0,700,2110,81,1120,5506,2,88,1,344,0,113,546,1015,51,10,0,0,0,1,3,0,0,0,204,80,2,78,4737,258,1,0,30,614,83,0,9365,0,0,283,0,562,0,521,0,59,2428,139,1015,14,0,0,0,165,260,0,6,20,9884,55,337,687,0,0,796,0,1468,0,1645,2,39,0,0,24,46,0,3364,0,168,0,7,4,816,2,13,0,571,0,515,0,0,0,0,1,0,0,59,119,0,0,312,0,2656,1,0,7,445,1127,23,3
"gene_1131",0,20,307,140,18,187,886,65,15,94,231,450,1175,11,2,22,8760,2145,8,32,113,185,64,3,3,0,169,10,1801,3,0,19,72,613,7,0,7,0,3977,2,372,0,0,2,6,133,0,0,0,4483,0,3596,0,0,10336,32,0,0,11366,28,158,1,175,0,0,154,0,3,0,0,238,4958,0,6598,3912,3071,93,0,0,0,142,418,100,0,0,32,0,4700,0,19,1610,134,90,0,0,2708,584,11,0,1,0,0,1,0,0,0,0,1166,354,0,171,2,48,248,0,20,3,2107,380,2409,0,0,0,0,80,0,0,127,1,0,1300,513,2697,62,1004,3,160,1142,56,510,110,244,0,1556,498,169,7,94,13,977,859,10,1,477,523,271,20,149,69,773,233,120,2418,91,1109,6,644,154,70,1,0,60,477,724,306,104,89,2965,1152,0,882,1201,182,12,738,764,81,6,3529,1,4,1067,10,2027,1488,8,3,101,0,14,251,0,632,11,2,2680,133,980,2,317,40,1552,21,1388,469,86,187,1278,1,2067,2054,0,1,21,353,45,1187,415,3,429,122,33,148,55,193,281,58,76,37,1,600,8,19,1,210,24,13,3318,689,46,27,350,617,6,492,952,848,50,11,27,831,1159,0,1,1958,556,0,24,1030,488,3225,2,440,13,983,128,743,9,2,34,0,3731,1,1,1992,0,654,1437,0,1438,0,0,0,0,149,431,47,15,0,0,0,0,3,10175,0,238,0,72,607,464,46,0,244,0,308,0,0,81,0,1237,121,0,7,0,0,356,54,309,0,0,7,159,0,0,192,11,68,86,3,0,1432,86,2,1134,193,768,0,0,0,0,820,45,0,0,6,53,0,0,0,0,0,460,0,0,0,155,152,0,23,41,1271,230,22,1131,4,376,0,79,1952
"gene_1132",58,13,2,10,185,16,5,5,18,10,2,136,30,52,18,0,58,35,84,46,18,157,97,72,38,47,1,15,9,113,16,59,3,134,57,82,11,82,29,60,101,0,18,246,120,173,0,1,6,10,63,7,0,3,328,0,2,0,0,26,0,0,5,0,8,11,2,4,1,0,45,0,12,0,37,6,0,0,0,0,0,4,7,0,0,1,1,5,255,69,0,7,0,0,3,0,0,33,60,53,0,87,5,1,5,11,10,4,22,75,0,9,32,37,12,22,6,1,0,54,57,41,39,17,3,12,29,2,19,17,20,17,9,56,8,19,130,327,285,2,44,208,7,240,48,296,458,106,9,23,86,24,6,27,242,24,132,39,6,139,12,78,66,70,13,30,431,210,50,415,636,52,261,26,74,4,529,3,77,269,15,5,101,59,46,32,35,240,506,58,11,11,87,65,29,78,6,543,31,29,326,136,35,83,57,98,27,43,23,230,7,3,119,8,15,3,100,292,373,11,84,16,26,1117,11,143,834,0,769,2838,107,1309,25,10,107,463,52,198,2,18,34,1681,6,1141,461,252,411,682,498,315,1290,86,1011,504,129,502,801,759,32,1,4,237,264,0,3,585,126,23,172,509,7,243,0,75,8,101,0,125,176,13,43,636,252,363,1,11,72,112,204,72,9,16,4,21,149,0,100,352,15,0,162,36,5,115,0,2,12,0,19,26,409,60,219,5,0,47,43,4,3,130,48,5,348,0,3,244,50,424,378,300,20,237,3,16,106,11,153,15,5,210,33,297,7,14,5,832,6,322,100,54,149,198,333,23,6,211,5,8,0,4,125,339,1,233,16,91,66,1,32,35,58,1,66,1,1,108,3,7,0
"gene_1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,46,0,0,0,0,3,31,0,1,28,500,0,0,0,0,59,0,2,8,0,0,3,1,0,0,0,0,0,0,0,0,774,2,7,0,0,0,0,109,0,0,17,0,0,74,0,0,1,0,66,0,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_1134",0,10507,0,8,4573,1,0,4,0,126,0,79,12,23,698,1,1,36,11,550,597,3951,0,1177,0,16,2,1265,2061,21,97,13,3,0,1027,5986,66,0,35,0,139,54,0,97,0,514,1,0,47,21,0,221,21645,105,3128,7089,8,0,156,403,667,16,74,390,21,0,1,3,1410,5593,19,6040,11,0,0,0,8,4,0,3077,413,6196,1,47,30408,451,109,20524,0,1230,0,30,867,751,0,97,175,0,0,5433,7248,1,426,228,18,3275,13,2,4271,0,0,60,8616,5,2,3212,0,6607,73,650,0,0,5,0,3,8,0,60,0,0,714,6,166,583,0,0,65,33,454,1019,1337,320,570,507,0,2249,43,133,4659,18,511,1080,22,1954,2317,646,66,1,5119,1,1610,79,3298,90,1099,4428,405,1491,67,8,72,7348,37,4179,116,5304,59,3058,13150,7540,2227,1956,2,4,10674,46,3409,283,10803,733,545,381,3093,385,134,438,47,322,2,20,2760,0,3980,129,82,200,117,45,386,160,85,475,4688,656,2175,198,16,68,1156,33,962,45,429,100,44,149,2467,12,3719,1,237,27,37,798,160,491,0,138,1091,442,331,8730,402,617,184,2368,706,63,0,832,773,1569,7,320,1049,10,42,1269,0,1602,535,349,3554,598,20,116,813,677,2498,0,254,17,851,36,0,33,3285,80,3772,14,27,392,1262,3,24,0,146,1122,8730,35,736,3,8047,0,3,1,42,0,6944,0,15418,2977,243,0,49,1842,11,262,0,504,66,0,5735,36,0,0,8,1,0,0,8,212,19,0,0,5,900,2082,4,2064,1521,705,2,54,0,606,788,0,325,1819,42,1,0,573,0,19,0,0,25828,359,0,16369,6,5,481,13,2,0,56,0,0,3026,0,0,199,2,0,537,0,1912,1292,4,0,34,4757,0,0,0,3080
"gene_1135",0,0,0,3,0,42,0,0,3,0,0,0,0,0,1,0,2,0,0,3,1,0,0,0,0,4,9,0,0,0,151,20,0,1,188,0,0,34,0,10,0,0,0,0,0,0,0,3,0,221,0,696,0,0,49,0,0,222,453,0,41,2,0,0,0,0,7,0,0,0,184,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,201,0,0,0,251,0,0,0,0,0,3696,586,17,0,0,0,663,2,0,1377,0,2,0,0,0,10,4172,6,238,0,0,0,0,0,0,3,3830,0,0,149,0,0,21,89,0,1401,5207,812,0,0,0,0,0,0,0,736,0,0,3,0,0,0,0,0,338,1,0,0,0,0,0,0,0,0,0,0,2715,48,247,0,0,5111,0,258,0,0,4414,0,1393,124,0,0,0,1,0,0,0,0,0,0,0,201,8,0,0,175,0,0,0,0,263,0,0,0,0,0,4,2,0,0,0,0,1,9,26,85,0,0,0,0,0,0,0,736,0,110,0,0,0,0,0,0,0,0,0,0,0,0,119,0,48,0,0,0,0,0,0,0,626,0,0,0,222,6,0,0,9,0,0,5283,0,0,0,0,87,8,0,56,0,0,0,188,0,0,0,61,1,0,0,0,3,0,848,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,13,0,0,0,0,0,0,0,4854,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
